Product Name,Product Price,Product Rating,Number of Reviews,Product Units Sold,Product Category,Product URL,Product Image URL
"Faux Fur Hood Drawstring Parka Coat, Zip Up Button Front Pocket Thermal Overcoat, Women's Clothing",32.87,4.7,31291,21K+,in Women's Coat & Jacket,https://www.temu.com/faux-fur-hood-long-length-coat-casual-drawstring-pocket-warm-overcoat-womens-clothing-g-601099516376510.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/0bf01d45ed63b95b61a3508c77ef078a.jpg?imageView2/2/w/500/q/70/format/webp
"8 Pairs Fuzzy Floor Socks, Comfy & Warm Mid Tube Socks, Women's Stockings & Hosiery",6.29,4.7,33066,100K+,in Women's Stockings & Hosiery,https://www.temu.com/8-pairs-fuzzy-floor-socks-comfy-warm-mid-tube-socks-womens-stockings-hosiery-g-601099524355520.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/f62dc3a517f76797ccc843753825ab7f.jpg?imageView2/2/w/500/q/70/format/webp
"1pc, Soft Area Rugs For Bedroom Fluffy, Non-slip Fuzzy Shag Plush Soft Shaggy Bedside Rug, Tie-Dyed Living Room Carpet For Girls Kids Baby Teen Dorm Home Decor, Bedroom Living Room Nursery Room Rug 31.5*62.99inch",13.98,4.6,12297,76K+,in Rugs & Mats,https://www.temu.com/1pc-soft-area-rugs-for-bedroom-fluffy-non-slip-fuzzy-shag-plush-soft-shaggy-bedside-rug-tie-dyed-living-room-carpet-for-girls-kids-baby-teen-dorm-home-decor-bedroom-living-room-nursery-room-rug-31-5-62-99inch-g-601099517504929.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/499bb73b9fe83131448117262634504d.jpg?imageView2/2/w/500/q/70/format/webp
"Secure Your Home With 5G Dual-Band WiFi 1080p HD E27 Bulb Camera With Automatic Tracking, Full-Color Night Vision & Two-Way Audio!",12.98,4.5,7918,62K+,in Security & Surveillance,https://www.temu.com/5g-dual-band-wifi-monitor-1080p-hd-e27-bulb-camera-socket-automatic-tracking-full-color-night-vision-two-way-audio-wireless-security-monitor-no-tf-sd-card-g-601099518594768.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/fa99e0a48a7d7c51801bb301f4a5fb10.jpg?imageView2/2/w/500/q/70/format/webp
"Warm Fleece Hooded Jacket, Men's Casual Winter Jacket Coat For Outdoor Activities",24.65,4.7,7562,20K+,in Men's Jackets &Coats,https://www.temu.com/warm-fleece-hooded-jacket-mens-casual-winter-jacket-coat-for-outdoor-activities-g-601099521394614.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/0a6b39a1e8b0c7287dca20daa9fde270.jpg?imageView2/2/w/500/q/70/format/webp
"Color Block Simple Dress, Casual Long Sleeve Bodycon Mini Dress, Women's Clothing",10.97,4.5,5257,52K+,in Women's Dresses,https://www.temu.com/color-block-simple-dress-casual-long-sleeve-bodycon-mini-dress-womens-clothing-g-601099525812304.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ac63596362da1347c9211ad59b90f646.jpg?imageView2/2/w/500/q/70/format/webp
"Warm Fleece Joggers, Men's Casual Loose Fit Waist Drawstring Pants For Fall Winter Outdoor Activities",18.77,4.8,19082,53K+,in Men's Casual Pants,https://www.temu.com/warm-fleece-joggers-mens-casual-loose-fit-waist-drawstring-pants-for-fall-winter-outdoor-activities-g-601099519439372.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/a01e43f4ff71dc212367a8c8bafaa012.jpg?imageView2/2/w/500/q/70/format/webp
"1pc Therapy Knee Heating Pad, Relieve Arthritis Knee Pain & Rehabilitate Joints For Sports Fitness Health Care Everyday Life",8.49,4.5,28886,46K+,in Electric Massagers,https://www.temu.com/1pc-infrared-heating-therapy-kneepad-relieve-arthritis-knee-pain-rehabilitate-joints-for-sports-fitness-health-care-everyday-life-g-601099522581676.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/fecb26dd6baec61cb285208f9906106a.jpg?imageView2/2/w/500/q/70/format/webp
"Zipper Sleeve Pocket Waterproof Drawstring Hooded Jacket, Men's Casual Mid Stretch Zip Up Thin Jacket For Spring Fall (Without Fleece And Cotton)",27.29,4.7,24312,24K+,in Men's Jackets &Coats,https://www.temu.com/zipper-sleeve-pocket-waterproof-drawstring-hooded-jacket-mens-casual-mid-stretch-zip-up-jacket-for-spring-fall-outdoor-g-601099515264253.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ee69c1a872300638a175f5008277dcb3.jpg?imageView2/2/w/500/q/70/format/webp
"Women's Casual High Top Shoes, Winter Plush Lined Warm Shoes, Thick Soled Lace-up Sports Shoes",19.99,4.8,20628,68K+,in Women's Fashion Sneakers,https://www.temu.com/womens-casual-high-top-shoes-winter-plush-lined-warm-shoes-thick-soled-lace-up-sports-shoes-g-601099512107718.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/f358290a5b28daf47cfbc3d7eba073d4.jpg?imageView2/2/w/500/q/70/format/webp
"For IPhone 15 14 13 12 11 Pro Max XR XS Max SE 2022/2020 7 8 Plus Wallet Case With Card Holder, PU Faux Leather Kickstand Card Slots Case, Double Magnetic Clasp And Durable Shockproof Cover",3.98,4.8,54472,100K+,"in Cases, Holsters & Sleeves",https://www.temu.com/stylish-leather-phone-case-for-iphone-14-pro-max-13-12-11-pro-x-xs-max-gift-for-birthday-easter-boy-girlfriend-g-601099515843103.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/9b4736511b3515d70ac060361893c44b.jpg?imageView2/2/w/500/q/70/format/webp
Boost Your WiFi Signal Up To 300Mbps - Long Range Wireless Repeater Access Point,8.98,4.5,20796,100K+,in WIFI & Networking,https://www.temu.com/300mbps-wifi-repeater-wifi-extender-amplifier-wifi-booster-wifi-signal-802-11n-long-range-wireless-wifi-repeater-access-point-ap-g-601099515354116.html,https://img.kwcdn.com/product/open/2023-03-15/1678872991456-2a7c52e9430f4b43af87a863aef840b0-goods.jpeg?imageView2/2/w/500/q/70/format/webp
"New Men's Fashion Casual Windbreaker Jacket, Outdoor Bomber Jacket For Spring Summer",34.77,4.7,24312,100K+,in Men's Jackets &Coats,https://www.temu.com/new-mens-fashion-casual-windbreaker-bomber-jacket-spring-outdoor-waterproof-sports-jacket-g-601099511893834.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/13ed3e779709cdebad72e1902c422867.jpg?imageView2/2/w/500/q/70/format/webp
1pc Laser Tape Measure 3 In 1 Digital Tape Measure High Precision Laser Rangefinder Steel Tape Measure,25.98,4.7,5244,52K+,in Measuring & Layout Tools,https://www.temu.com/1pc-laser-tape-measure-3-in-1-digital-tape-measure-high-precision-laser-rangefinder-steel-tape-measure-g-601099514437705.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/73b2425ed2f0902e57cdd6ee24b0dc22.jpg?imageView2/2/w/500/q/70/format/webp
"1pc Knitted Pillow SP Neck Protection, Sleep Massage Pillow Core, Household Pillow Moisture Absorption Breathable, Antibacterial Bedding, Living Room Bedroom Decoration Pillow",20.27,4.5,10809,24K+,in Bedding,https://www.temu.com/1pc-knitted-pillow-sp-neck-protection-sleep-massage-pillow-core-household-pillow-moisture-absorption-breathable-antibacterial-bedding-living-room-bedroom-decoration-pillow-g-601099520460855.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/1736e1c566858a8c7af2819298a0ff7c.jpg?imageView2/2/w/500/q/70/format/webp
"Children's 40-hole Electric Bubble Machine Handheld Automatic Bubble Gun Toy LED Light Gift (bubble Liquid And Battery Not Included) Christmas, Halloween, Thanksgiving Gift",4.04,4.6,10600,98K+,in Electronic Toys,https://www.temu.com/childrens-40-hole-electric-bubble-machine-handheld-automatic-bubble-gun-toy-led-light-gift-bubble-liquid-and-battery-not-included-g-601099519538043.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/b4efc41da7d66a651daf5f666b394dd3.jpg?imageView2/2/w/500/q/70/format/webp
"1pair Men's Winter Warm Windproof Warm Touch Screen Usable Gloves,Spandex Material Gloves (Choose Size According To Hand Circumference) , Ideal Choice For Gifts",3.48,4.7,102488,100K+,in Men's Gloves & Mittens,https://www.temu.com/mens-winter-warm-windproof-waterproof-warm-touch-screen-usable-gloves-spandex-material-gloves-g-601099512203035.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/9b6398d743785a055a10c93bec20e161.jpg?imageView2/2/w/500/q/70/format/webp
Makeup Brush Set Soft Fluffy Professiona Cosmetic Foundation Powder Eyeshadow Kabuki Blending Make Up Brush Beauty Tool,1.99,4.6,41744,100K+,in Beauty Tools,https://www.temu.com/14pcs-makeup-brush-set-soft-fluffy-professional-cosmetic-foundation-powder-eyeshadow-kabuki-blending-make-up-brush-beauty-tool-with-bag-makeup-sponge-beauty-gift-for-makeup-beginner-g-601099516976345.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/72e22f781f8ad473cb5572a67ec7884d.jpg?imageView2/2/w/500/q/70/format/webp
"1pc LED Motion Sensor Cabinet Light, Under Counter Closet Lighting, Wireless Magnetic USB Rechargeable Kitchen Night Lights, Battery Powered Operated Light For Wardrobe Closets Cabinet Cupboard Stairs Corridor Shelf 3.9"" Or 7.9""",4.28,4.7,41041,100K+,in Lighting & Ceiling Fans,https://www.temu.com/1pc-led-motion-sensor-cabinet-light-under-counter-closet-lighting-wireless-magnetic-usb-rechargeable-kitchen-night-lights-battery-powered-operated-light-for-wardrobe-closets-cabinet-cupboard-stairs-corridor-shelf-3-9-or-7-9-g-601099512905890.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/fa8c3be94e73aec4a8e30c48da8f9009.jpg?imageView2/2/w/500/q/70/format/webp
"3 Sets Simple Solid Lounge Set, Long Sleeve Crew Neck Top & Lace Up Pants, Women's Loungewear & Sleepwear",39.14,4.7,7296,13K+,in Women's Loungewear,https://www.temu.com/3-sets-simple-solid-lounge-set-long-sleeve-crew-neck-top-lace-up-pants-womens-loungewear-sleepwear-g-601099525170221.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/a525a509313292b4817b3a0dff9cb7e1.jpg?imageView2/2/w/500/q/70/format/webp
6A 12V Digital Car Battery Charger Full Automatic Car Battery Charger Power Puls Repair Chargers Lead Acid AGM Battery Charger,10.75,4.7,8765,49K+,in Tools & Equipment,https://www.temu.com/6a-12v-digital-car-battery-charger-full-automatic-car-battery-charger-power-puls-repair-chargers-lead-acid-agm-battery-charger-g-601099512565254.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/91da5e4c46cb924b187da05619b9717d.jpg?imageView2/2/w/500/q/70/format/webp
"E99 Drone With HD Camera, WiFi FPV HD Dual Foldable RC Quadcopter Altitude Hold, Remote Control Toys For Beginners Children Men's Gifts Indoor And Outdoor Affordable UAV",23.98,4.5,12347,6.9K+,in Science Education,https://www.temu.com/e99-pro--with-hd-camera-wifi-fpv-hd-dual-foldable-rc--altitude-hold-remote-control-toys-for-beginners-gifts-indoor-and-outdoor-affordable--g-601099525230332.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/c74af48f5bf02bc1afdaa98d6866dc5a.jpg?imageView2/2/w/500/q/70/format/webp
"Shower Steamers - 8 Pack Shower Bombs Gifts For Her With Essential Oil For Home SPA, Self-Care & Relaxation Valentine's Birthday Day Gifts For Men & Women Who Have Everything, For Halloween Gift, For Christmas Gift",8.98,4.7,6119,69K+,in Bathing Accessories,https://www.temu.com/shower-steamers-aromatherapy-8-pack-shower-bombs-gifts-for-her-with-essential-oil-for-home-spa-self-care-relaxation-valentines-birthday-day-gifts-for-men-women-who-have-everything-g-601099514087482.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/bb847f250197256323b9a101bad11778.jpg?imageView2/2/w/500/q/70/format/webp
"Kawaii Design Slippers, Warm Slip On Soft Plush Cozy Shoes, Women's Indoor Home Slippers",6.18,4.7,73672,100K+,in Women's slippers,https://www.temu.com/womens-kawaii-smile-face-design-slippers-warm-slip-on-plush-lined-shoes-womens-indoor-home-slippers-g-601099516809274.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/bc715308e6d24a4a0900acff42a8fc75.jpg?imageView2/2/w/500/q/70/format/webp
Genuine Leather Rfid Wallets For Men Vintage Thin Short Multi Function ID Credit Card Holder Money Bag Give Gifts To Men On Valentine's Day,6.98,4.7,27325,100K+,in Men's Wallets & Card Cases,https://www.temu.com/genuine-leather-rfid-wallets-for-men-vintage-thin-short-multi-function-id-credit-card-holder-money-bag-give-gifts-to-men-on-valentines-day-g-601099512929876.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/03698c781ef5a975f9bbc085a79beb25.jpg?imageView2/2/w/500/q/70/format/webp
"Mini Crossbody Cellphone Bag, Fashion Nylon Shoulder Bag, Women's Casual Handbag, Coin Purse & Wallet (3.5""x6.6""x2.3"")",4.19,4.7,13445,74K+,in Women's Waist & Chest Bags,https://www.temu.com/mini-crossbody-cellphone-bag-fashion-nylon-shoulder-bag-womens-casual-handbag-coin-purse-wallet-3-5-x6-6-x2-3-g-601099522845583.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/048aaab3d435c0449197312c6dc3d3ea.jpg?imageView2/2/w/500/q/70/format/webp
"hair trimmer, USB Rechargeable Hair Clippers and Beard Trimmer for Men - Precise T-Blade Trimmer with LCD Screen - Grooming Kit for Men",9.97,4.7,12991,88K+,in Shave & Hair Removal,https://www.temu.com/hair-clippers-beard-trimmer-for-men-electric-cordless-clippers-with-lcd-screen-precise-t-blade-trimmer-usb-rechargeable-grooming-kit-for-men-g-601099517383548.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/86b73a449b05e7ec6f26e0d3cf2fed14.jpg?imageView2/2/w/500/q/70/format/webp
"NEW Smart Watch 1.83""Inch Wireless Calling/Receiving Multiple Sports Modes Sedentary Reminder Weather Forecast Message Notification Borderlessslim Design Multi-Sport Mode For Android & For IPhones For Men&Women AS A Gift",9.98,4.6,14285,46K+,in Wearable Technology,https://www.temu.com/2023-new-smart-watch-1-83-inches-bt-calling-receiving-heart-rate-blood-pressure-blood-oxygen-sleep-health-monitoring-sedentary-reminder-for-android-and-ios-phones-for-men-and-women-g-601099522267323.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/b7670e010a00a4a1a1f8c4b9221c84b1.jpg?imageView2/2/w/500/q/70/format/webp
"Tablet 10.1 Inch For Android 13 OS Tableta, 2 In 1 Tablet With Keyboard, Mouse, Case, Stylus, 128GB ROM+(4GB+4GB Expansion) RAM, 8MP Dual Camera, Eight Core Processor, 8000mAh Battery, 1280 * 800 IPS High-definition Display Screen, Tab,Wi Fi 6,Google,Pad, Tablet PC",99.98,4.6,7351,3.1K+,"in Tablets, Laptops & Accessories in Black",https://www.temu.com/tablet-10-1-inch-for-android-13-os-tableta-2-in-1-tablets-with-keyboard-mouse-case-stylus-128gb-rom-4gb-4gb-expansion-ram-8mp-dual-camera-eight-core-processor-8000mah-battery-1280-800-ips-high-definition-display-screen-tab-wi-fi-6-google-pad-tablet-pc-g-601099526854170.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/978039890cec3395054035c9c1efb719.jpg?imageView2/2/w/500/q/70/format/webp
"Classic Design Tapered Joggers, Men's Casual Loose Fit Slightly Stretch Waist Drawstring Pants For Fall Winter Fitness Cycling",10.87,4.7,8116,64K+,in Men's Casual Pants,https://www.temu.com/mens-slim-fit-casual-trousers-drawstring-waist-sweatpants-for-autumn-and-winter-g-601099514152440.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/f705806c67420ce09cefb89b206f96ff.jpg?imageView2/2/w/500/q/70/format/webp
"HelloKitty Insulated Water Bottle, Cute Water Cup, Christmas Gift, Large Capacity Hand-held Coffee Cup",13.98,4.8,5792,23K+,in Feeding,https://www.temu.com/hellokitty-insulated-water-bottle-cute-water-cup-christmas-gift-large-capacity-hand-held-coffee-cup-g-601099524562210.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/22ab0442e6b90d49bc7ff04b206d67c1.jpg?imageView2/2/w/500/q/70/format/webp
"Waffle Pattern Solid Hoodie, Cool Hoodies For Men, Men's Casual Pullover Hooded Sweatshirt With Kangaroo Pocket Streetwear For Winter Fall, As Gifts",11.57,4.8,6425,25K+,in Men's Hoodies & Sweatshirts,https://www.temu.com/waffle-pattern-solid-hoodie-cool-hoodies-for-men-mens-casual-pullover-hooded-sweatshirt-with-kangaroo-pocket-streetwear-for-winter-fall-as-gifts-g-601099522182838.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/6ade6cf8a1811c227478e8098c48e09e.jpg?imageView2/2/w/500/q/70/format/webp
"1pc, 40oz Stainless Steel Double Wall Tumbler With Lid And Handle, Heavy Duty Water Bottles, Water Cups, Summer Drinkware, Kitchen Stuff, Home Kitchen Items",6.97,4.8,29600,100K+,in Glassware & Drinkware,https://www.temu.com/1pc-stanly-cup-40oz-stainless-steel-double-wall-tumbler-with-lid-and-handle-heavy-duty-water-bottles-water-cups-summer-drinkware-kitchen-stuff-home-kitchen-items-g-601099516622458.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/3a71fde7765443e99b3903c5c57e0cf8.jpg?imageView2/2/w/500/q/70/format/webp
"Microphone With Stand Karaoke Song Music Instrument Toys Brain-Training Educational Toy Birthday Gift For Girl Boy(Pink)Christmas ,Halloween ,Thanksgiving Gifts",14.95,4.6,10016,15K+,in Electronic Toys,https://www.temu.com/kids-microphone-with-stand-karaoke-song-music-instrument-toys-brain-training-educational-toy-birthday-gift-for-girl-boy--g-601099518663231.html,https://img.kwcdn.com/product/open/2023-06-05/1685950721401-bc9b4e7a22b6474b869efd91a5004b74-goods.jpeg?imageView2/2/w/500/q/70/format/webp
"Button Decor Asymmetrical Hem T-Shirt, Casual Ribbed Long Sleeve Top For Spring & Fall, Women's Clothing",8.49,4.7,14438,86K+,in Women's T-Shirt,https://www.temu.com/ribbed-button-decor-asymmetrical-hem-t-shirt-casual-long-sleeve-top-for-spring-fall-womens-clothing-g-601099518557710.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/5eb6cace02d64a670b6fa53c5b3fc2d6.jpg?imageView2/2/w/500/q/70/format/webp
"High Waist Straight Camouflage Cargo Jeans, Camo Print Medium Stretch Side Flap Pocket High Rise Denim Pants, Women's Denim Jeans & Clothing",13.98,4.7,22190,77K+,in Women's Jeans,https://www.temu.com/high-waist-straight-camouflage-cargo-jeans-camo-print-medium-stretch-side-flap-pocket-high-rise-denim-pants-womens-denim-jeans-clothing-g-601099518345686.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/dfaaca674aa4c5066b06218759efea65.jpg?imageView2/2/w/500/q/70/format/webp
Super long Fast Charging Cable USB Data Synchronization Cable for iPhone 14 13 12 11 Pro Max SE X 8 7 6 Charger Cable for iPad Charge Cable Cords,1.78,4.8,35635,100K+,in Cables & Adapters,https://www.temu.com/1-2-3m-39-37-78-74-118-11inch-super-long-fast-charging-cable-usb-data-synchronization-cable-for-iphone-14-13-12-11-pro-max-se-x-8-7-6-charger-cable-for-ipad-g-601099517781843.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/3ab272a8cd4c4be4aadb302720fe9f99.jpg?imageView2/2/w/500/q/70/format/webp
"Snowflake Christmas Projector, Rotating Christmas Pattern LED Stage Lights, Outdoor Holiday Lighting Christmas Decoration, Snowflake Party Lights,Christmas Lights",5.08,4.7,71010,100K+,in Studio Recording & Stage Live,https://www.temu.com/snowflake-christmas-laser-projector-rotating-christmas-pattern-led-stage-lights-outdoor-holiday-lighting-christmas-decoration-snowflake-party-lights-christmas-lights-g-601099512423554.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/1587f4385e1160111565d629789338ca.jpg?imageView2/2/w/500/q/70/format/webp
"Cozy Fluffy Furry House Slippers, Single Band Open Toe Platform Fuzzy Shoes, Comfy Warm Home Slippers",8.88,4.8,10919,42K+,in Women's slippers,https://www.temu.com/cozy-fluffy-furry-house-slippers-single-band-open-toe-platform-fuzzy-shoes-comfy-warm-home-slippers-g-601099523482527.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/f5aec979fbc876426498de9250a92b34.jpg?imageView2/2/w/500/q/70/format/webp
"Solid Knitted Matching Two-piece Set, Casual Long Sleeve Sweater & Pants Outfits, Women's Clothing",27.47,4.6,21888,27K+,in Women's Two-piece Outfits,https://www.temu.com/solid-knitted-matching-two-piece-set-casual-long-sleeve-sweater-pants-outfits-womens-clothing-g-601099519493860.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/f293f1b1545150682347fd4e64578ae0.jpg?imageView2/2/w/500/q/70/format/webp
"1pc Memory Foam Bathroom floor mats, Cobblestone Embossed Bathroom Mat, Rapid Water Absorbent And Washable Bath Rugs, Non-Slip, Thick, Soft And Comfortable Carpet For Shower Room, Bathroom Accessories",3.28,4.6,38524,100K+,in Bath,https://www.temu.com/1pc-memory-foam-bath-rug-cobblestone-embossed-bathroom-mat-rapid-water-absorbent-and-washable-bath-rugs-non-slip-soft-comfortable-carpet-for-shower-room-bathroom-accessories-g-601099517323584.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/9acc2fd0a4a19a8ec8b59da978be8691.jpg?imageView2/2/w/500/q/70/format/webp
"Fuzzy Hooded Pajama Jumpsuit, Comfy & Cute Long Sleeve Zipper Pajamas, Women's Lingerie & Sleepwear",15.29,4.7,9423,17K+,in Women's Sleepwear,https://www.temu.com/fuzzy-hooded-pajama-jumpsuit-comfy-cute-long-sleeve-zipper-pajamas-womens-lingerie-sleepwear-g-601099520542465.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/020f3659d542f93c8807a8dbe916e7b6.jpg?imageView2/2/w/500/q/70/format/webp
"High Waist Trainer, Breathable Body Shaper ,Slimming Tummy Underwear, Panty Shapers",5.39,4.6,12718,82K+,in Exercise & Fitness Supplies,https://www.temu.com/high-waist-trainer-breathable-body-shaper-slimming-tummy-underwear-panty-shapers-g-601099521010893.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/fba3bee1e7c64390257b472256c713ae.jpg?imageView2/2/w/500/q/70/format/webp
Men's Blade Sneakers Running Shoes Slip-on Sneakers With Shoelaces - Odor-resistant Athletic Shoes - Lightweight And Breathable,8.90,4.7,14853,16K+,in Men's Casual Shoes,https://www.temu.com/mens-blade-sneakers-running-shoes-slip-on-sneakers-with-shoelaces-odor-resistant-athletic-shoes-lightweight-and-breathable-g-601099523873472.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/25ce4b34b3b6bd87962ee61afa83de90.jpg?imageView2/2/w/500/q/70/format/webp
"Winter Plush Closed Toe Slippers, Cozy & Warm Soft Sole Slip On Fuzzy Shoes, Comfortable Indoor Bedroom Slippers",7.19,4.8,10919,15K+,in Women's slippers,https://www.temu.com/winter-plush-closed-toe-slippers-cozy-warm-soft-sole-slip-on-fuzzy-shoes-comfortable-indoor-bedroom-slippers-g-601099527893856.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/f87fc186ef5d488b7864fddc92b8170c.jpg?imageView2/2/w/500/q/70/format/webp
"Black Leather Look Skinny Jeans, High Stretch Slim Fit Chic Tight Jeans, Women's Denim Jeans & Clothing",13.98,4.7,22190,27K+,in Women's Jeans,https://www.temu.com/black-leather-look-skinny-jeans-high-stretch-slim-fit-chic-tight-jeans-womens-denim-jeans-clothing-g-601099524417074.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/2fd0af09f4aeb6123b6e02d5c4da2a10.jpg?imageView2/2/w/500/q/70/format/webp
"1pc Lavender Scented Candles,Stress Relief Candles Gifts For Women Best Friend Female Funny Unique Personalized Relaxation Relaxing Novelty Lavender Scented Soy Candle For Christmas Birthday",6.99,4.7,11763,51K+,in Home Decor Products,https://www.temu.com/1pc-lavender-scented-candles-stress-relief-candles-gifts-for-women-best-friend-female-funny-unique-personalized-relaxation-relaxing-novelty-lavender-scented-soy-candle-for-christmas-birthday-g-601099527530305.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/89171afdc0f74f4cf0ab05fe5ccccc6d.jpg?imageView2/2/w/500/q/70/format/webp
"LED Garage Light Bulbs, 10000LM Super Bright Garage Lighting LED Shop Light With Adjustable Panels, E26/E27 Screw Socket Deformable Led Garage Ceiling Light Fixture For Warehouse, Corridor, Stadium",5.48,4.6,27689,56K+,in Commercial Lighting,https://www.temu.com/led-garage-light-bulbs-10000lm-super-bright-garage-lighting-led-shop-light-with-adjustable-panels-e26-e27-screw-socket-deformable-led-garage-ceiling-light-fixture-for-warehouse-corridor-stadium-g-601099516490986.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/0e1d52b3357b529347bc9ab0a7593e87.jpg?imageView2/2/w/500/q/70/format/webp
"Christmas Graphic Print V Neck T-Shirt, Casual Long Sleeve Top For Spring & Fall, Women's Clothing",8.97,4.6,54898,57K+,in Women's T-Shirt,https://www.temu.com/christmas-graphic-print-v-neck-t-shirt-casual-long-sleeve-top-for-spring-fall-womens-clothing-g-601099527400530.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/2100e564b93015550137b0eb9fe9663d.jpg?imageView2/2/w/500/q/70/format/webp
"Gesture RC Car,4WD 2.4G Remote Control Car Foe Boys And Adults, Hand Controlled RC Car, All Terrains Monster Trucks For Boys Gusture RC Stunt Car 360Â° Flips Gift Halloween Thanksgiving Christmas Gift",23.66,4.7,9119,17K+,in Vehicles,https://www.temu.com/gesture-rc-car-4wd-2-4g-remote-control-car-foe-boys-and-adults-hand-controlled-rc-car-all-terrains-monster-trucks-for-boys-gusture-rc-stunt-car-360-flips-gift-for-age-4-12-with-light-music-g-601099512104422.html,https://img.kwcdn.com/product/enhanced_images/fda2170d730e41170e230c0e34946bb7_enhanced.jpg?imageView2/2/w/500/q/70/format/webp
